,speciality,f_zip_code,count
15949,Internal Medicine,70510,56.0
15950,Internal Medicine,70517,2.0
15951,Internal Medicine,70518,1.0
15952,Internal Medicine,7052,55.0
15953,Internal Medicine,7052.0,1.0
15954,Internal Medicine,70526,20.0
15955,Internal Medicine,70535,13.0
15956,Internal Medicine,70538,38.0
15957,Internal Medicine,7054,79.0
15958,Internal Medicine,70544,1.0
15959,Internal Medicine,70546,39.0
15960,Internal Medicine,70548,7.0
15961,Internal Medicine,7055,69.0
15962,Internal Medicine,70554,3.0
15963,Internal Medicine,70555,30.0
15964,Internal Medicine,70560,25.0
15965,Internal Medicine,70563,33.0
15966,Internal Medicine,7057,4.0
15967,Internal Medicine,70570,153.0
15968,Internal Medicine,70570.0,1.0
15969,Internal Medicine,70586,100.0
15970,Internal Medicine,70586.0,2.0
15971,Internal Medicine,7059,15.0
15972,Internal Medicine,70591,3.0
15973,Internal Medicine,70596,17.0
15974,Internal Medicine,7060,2.0
15975,Internal Medicine,70601,493.0
15976,Internal Medicine,70601.0,5.0
15977,Internal Medicine,70603,1.0
15978,Internal Medicine,70605,70.0
15979,Internal Medicine,70606,19.0
15980,Internal Medicine,70607,14.0
15981,Internal Medicine,7063,1.0
15982,Internal Medicine,70633,12.0
15983,Internal Medicine,70634,7.0
15984,Internal Medicine,70648,2.0
15985,Internal Medicine,7065,7.0
15986,Internal Medicine,70659,10.0
15987,Internal Medicine,7066,37.0
15988,Internal Medicine,7066.0,1.0
15989,Internal Medicine,70663,2.0
15990,Internal Medicine,7067,3.0
15991,Internal Medicine,7069,1.0
15992,Internal Medicine,7070,3.0
15993,Internal Medicine,7071,7.0
15994,Internal Medicine,70714,84.0
15995,Internal Medicine,70714.0,2.0
15996,Internal Medicine,70722,6.0
15997,Internal Medicine,70726,6.0
15998,Internal Medicine,7073,3.0
15999,Internal Medicine,70737,68.0
16000,Internal Medicine,70737.0,2.0
16001,Internal Medicine,70747,1.0
16002,Internal Medicine,70748,4.0
16003,Internal Medicine,7075,5.0
16004,Internal Medicine,70754,2.0
16005,Internal Medicine,70755,1.0
16006,Internal Medicine,7076,3.0
16007,Internal Medicine,70760,7.0
16008,Internal Medicine,70764,19.0
16009,Internal Medicine,70767,3.0
16010,Internal Medicine,70769,66.0
16011,Internal Medicine,70775,2.0
16012,Internal Medicine,7078,9.0
16013,Internal Medicine,70785,28.0
16014,Internal Medicine,7079,12.0
16015,Internal Medicine,70791,41.0
16016,Internal Medicine,70791.0,2.0
16017,Internal Medicine,7080,9.0
16018,Internal Medicine,70804,1.0
16019,Internal Medicine,70805,169.0
16020,Internal Medicine,70805.0,2.0
16021,Internal Medicine,70806,162.0
16022,Internal Medicine,70806.0,2.0
16023,Internal Medicine,70808,805.0
16024,Internal Medicine,70808.0,2.0
16025,Internal Medicine,70809,112.0
16026,Internal Medicine,70809.0,3.0
16027,Internal Medicine,7081,2.0
16028,Internal Medicine,70810,95.0
16029,Internal Medicine,70814,1.0
16030,Internal Medicine,70815,51.0
16031,Internal Medicine,70815.0,1.0
16032,Internal Medicine,70816,81.0
16033,Internal Medicine,70817,23.0
16034,Internal Medicine,70818,6.0
16035,Internal Medicine,7082,2.0
16036,Internal Medicine,70820,1.0
16037,Internal Medicine,7083,59.0
16038,Internal Medicine,7086,2.0
16039,Internal Medicine,7087,80.0
16040,Internal Medicine,7087.0,5.0
16041,Internal Medicine,7088,4.0
16042,Internal Medicine,70895,6.0
16043,Internal Medicine,7090,9.0
16044,Internal Medicine,7090.0,2.0
16045,Internal Medicine,7092,5.0
16046,Internal Medicine,7093,79.0
16047,Internal Medicine,7093.0,1.0
16048,Internal Medicine,7094,27.0
16049,Internal Medicine,7094.0,2.0
16050,Internal Medicine,7095,11.0
16051,Internal Medicine,71019,3.0
16052,Internal Medicine,7102,34.0
16053,Internal Medicine,7103,31.0
16054,Internal Medicine,7104,29.0
16055,Internal Medicine,7104.0,1.0
16056,Internal Medicine,7105,28.0
16057,Internal Medicine,71052,7.0
16058,Internal Medicine,71053,3.0
16059,Internal Medicine,7106,1.0
16060,Internal Medicine,7106.0,1.0
16061,Internal Medicine,71064,6.0
16062,Internal Medicine,7107,34.0
16063,Internal Medicine,71075,5.0
16064,Internal Medicine,7109,26.0
16065,Internal Medicine,7109.0,1.0
16066,Internal Medicine,7110,52.0
16067,Internal Medicine,71101,119.0
16068,Internal Medicine,71101.0,1.0
16069,Internal Medicine,71103,551.0
16070,Internal Medicine,71103.0,1.0
16071,Internal Medicine,71104,2.0
16072,Internal Medicine,71105,320.0
16073,Internal Medicine,71105.0,5.0
16074,Internal Medicine,71106,56.0
16075,Internal Medicine,71107,2.0
16076,Internal Medicine,7111,22.0
16077,Internal Medicine,71111,269.0
16078,Internal Medicine,71111.0,6.0
16079,Internal Medicine,71112,11.0
16080,Internal Medicine,71115,281.0
16081,Internal Medicine,71115.0,2.0
16082,Internal Medicine,71118,60.0
16083,Internal Medicine,71119,6.0
16084,Internal Medicine,7112,96.0
16085,Internal Medicine,71129,23.0
16086,Internal Medicine,71130,15.0
16087,Internal Medicine,71133,2.0
16088,Internal Medicine,71135,1.0
16089,Internal Medicine,71136,1.0
16090,Internal Medicine,7114,1.0
16091,Internal Medicine,71201,98.0
16092,Internal Medicine,71202,4.0
16093,Internal Medicine,71203,31.0
16094,Internal Medicine,71220,2.0
16095,Internal Medicine,71232,2.0
16096,Internal Medicine,71241,5.0
16097,Internal Medicine,71254,49.0
16098,Internal Medicine,71263,4.0
16099,Internal Medicine,71269,32.0
16100,Internal Medicine,71270,87.0
16101,Internal Medicine,71291,114.0
16102,Internal Medicine,71291.0,1.0
16103,Internal Medicine,71301,334.0
16104,Internal Medicine,71301.0,15.0
16105,Internal Medicine,71315,5.0
16106,Internal Medicine,71322,14.0
16107,Internal Medicine,71342,3.0
16108,Internal Medicine,71350,1.0
16109,Internal Medicine,71351,16.0
16110,Internal Medicine,71360,13.0
16111,Internal Medicine,71366,4.0
16112,Internal Medicine,71373,8.0
16113,Internal Medicine,71378,1.0
16114,Internal Medicine,714,1.0
16115,Internal Medicine,71405,17.0
16116,Internal Medicine,71409,3.0
16117,Internal Medicine,71418,3.0
16118,Internal Medicine,71446,12.0
16119,Internal Medicine,71449,3.0
16120,Internal Medicine,71457,33.0
16121,Internal Medicine,71459,6.0
16122,Internal Medicine,71463,2.0
16123,Internal Medicine,71486,1.0
16124,Internal Medicine,716,47.0
16125,Internal Medicine,71601,16.0
16126,Internal Medicine,71602,1.0
16127,Internal Medicine,71603,40.0
16128,Internal Medicine,71635,4.0
16129,Internal Medicine,71655,2.0
16130,Internal Medicine,717,47.0
16131,Internal Medicine,71701,17.0
16132,Internal Medicine,71711,8.0
16133,Internal Medicine,71730,21.0
16134,Internal Medicine,71753,44.0
16135,Internal Medicine,71801,3.0
16136,Internal Medicine,71901,20.0
16137,Internal Medicine,71903,5.0
16138,Internal Medicine,71909,31.0
16139,Internal Medicine,71913,194.0
16140,Internal Medicine,71923,9.0
16141,Internal Medicine,71929,2.0
16142,Internal Medicine,71953,1.0
16143,Internal Medicine,720,1.0
16144,Internal Medicine,72006,3.0
16145,Internal Medicine,7201,19.0
16146,Internal Medicine,72015,37.0
16147,Internal Medicine,72018,4.0
16148,Internal Medicine,7202,154.0
16149,Internal Medicine,7202.0,3.0
16150,Internal Medicine,72022,33.0
16151,Internal Medicine,72023,7.0
16152,Internal Medicine,72029,3.0
16153,Internal Medicine,7203,1.0
16154,Internal Medicine,72031,4.0
16155,Internal Medicine,72032,3.0
16156,Internal Medicine,72034,30.0
16157,Internal Medicine,7204,3.0
16158,Internal Medicine,7205,1.0
16159,Internal Medicine,7206,3.0
16160,Internal Medicine,7207,2.0
16161,Internal Medicine,72076,8.0
16162,Internal Medicine,7208,30.0
16163,Internal Medicine,7208.0,1.0
16164,Internal Medicine,72104,23.0
16165,Internal Medicine,72106,7.0
16166,Internal Medicine,72110,2.0
16167,Internal Medicine,72112,8.0
16168,Internal Medicine,72113,14.0
16169,Internal Medicine,72114,16.0
16170,Internal Medicine,72116,5.0
16171,Internal Medicine,72117,34.0
16172,Internal Medicine,72120,41.0
16173,Internal Medicine,72143,100.0
16174,Internal Medicine,72150,4.0
16175,Internal Medicine,72160,3.0
16176,Internal Medicine,72201,1.0
16177,Internal Medicine,72202,4.0
16178,Internal Medicine,72204,5.0
16179,Internal Medicine,72205,670.0
16180,Internal Medicine,72205.0,5.0
16181,Internal Medicine,72207,79.0
16182,Internal Medicine,72209,2.0
16183,Internal Medicine,72211,105.0
16184,Internal Medicine,72211.0,1.0
16185,Internal Medicine,72215,4.0
16186,Internal Medicine,72217,3.0
16187,Internal Medicine,72223,34.0
16188,Internal Medicine,72227,4.0
16189,Internal Medicine,72301,25.0
16190,Internal Medicine,72301.0,6.0
16191,Internal Medicine,72315,5.0
16192,Internal Medicine,72331,2.0
16193,Internal Medicine,72335,8.0
16194,Internal Medicine,72342,17.0
16195,Internal Medicine,72365,9.0
16196,Internal Medicine,72370,2.0
16197,Internal Medicine,72401,751.0
16198,Internal Medicine,72401.0,3.0
16199,Internal Medicine,72403,1.0
16200,Internal Medicine,72404,36.0
16201,Internal Medicine,72404.0,1.0
16202,Internal Medicine,72450,28.0
16203,Internal Medicine,72450.0,1.0
16204,Internal Medicine,72454,6.0
16205,Internal Medicine,72472,11.0
16206,Internal Medicine,72476,3.0
16207,Internal Medicine,725,55.0
16208,Internal Medicine,72501,64.0
16209,Internal Medicine,72513,1.0
16210,Internal Medicine,72521,1.0
16211,Internal Medicine,72529,6.0
16212,Internal Medicine,726,10.0
16213,Internal Medicine,72601,7.0
16214,Internal Medicine,72638,1.0
16215,Internal Medicine,72653,43.0
16216,Internal Medicine,727,8.0
16217,Internal Medicine,72701,2.0
16218,Internal Medicine,72702,39.0
16219,Internal Medicine,72703,368.0
16220,Internal Medicine,72703.0,1.0
16221,Internal Medicine,72712,206.0
16222,Internal Medicine,72712.0,2.0
16223,Internal Medicine,72714,19.0
16224,Internal Medicine,72719,4.0
16225,Internal Medicine,72740,1.0
16226,Internal Medicine,72756,1.0
16227,Internal Medicine,72758,115.0
16228,Internal Medicine,72761,24.0
16229,Internal Medicine,72762,1.0
16230,Internal Medicine,72764,6.0
16231,Internal Medicine,728,1.0
16232,Internal Medicine,72801,46.0
16233,Internal Medicine,72801.0,1.0
16234,Internal Medicine,72802,2.0
16235,Internal Medicine,72830,1.0
16236,Internal Medicine,72834,1.0
16237,Internal Medicine,72901,233.0
16238,Internal Medicine,72901.0,2.0
16239,Internal Medicine,72902,10.0
16240,Internal Medicine,72903,374.0
16241,Internal Medicine,72908,10.0
16242,Internal Medicine,72913,38.0
16243,Internal Medicine,72916,1.0
16244,Internal Medicine,72921,4.0
16245,Internal Medicine,72941,29.0
16246,Internal Medicine,72956,15.0
16247,Internal Medicine,72958,1.0
16248,Internal Medicine,730,3.0
16249,Internal Medicine,73003,94.0
16250,Internal Medicine,73008,14.0
16251,Internal Medicine,73012,3.0
16252,Internal Medicine,73013,42.0
16253,Internal Medicine,73018,23.0
16254,Internal Medicine,7302,24.0
16255,Internal Medicine,73020,1.0
16256,Internal Medicine,73023,2.0
16257,Internal Medicine,73024,1.0
16258,Internal Medicine,73025,1.0
16259,Internal Medicine,73028,1.0
16260,Internal Medicine,73034,147.0
16261,Internal Medicine,73036,8.0
16262,Internal Medicine,7304,46.0
16263,Internal Medicine,73044,29.0
16264,Internal Medicine,7305,15.0
16265,Internal Medicine,7306,84.0
16266,Internal Medicine,73064,6.0
16267,Internal Medicine,73068,4.0
16268,Internal Medicine,73069,8.0
16269,Internal Medicine,7307,32.0
16270,Internal Medicine,73070,14.0
16271,Internal Medicine,73071,267.0
16272,Internal Medicine,73072,47.0
16273,Internal Medicine,73075,4.0
16274,Internal Medicine,73086,2.0
16275,Internal Medicine,73095,1.0
16276,Internal Medicine,73099,9.0
16277,Internal Medicine,731,1.0
16278,Internal Medicine,7310,1.0
16279,Internal Medicine,73101,1.0
16280,Internal Medicine,73102,46.0
16281,Internal Medicine,73104,532.0
16282,Internal Medicine,73104.0,6.0
16283,Internal Medicine,73105,11.0
16284,Internal Medicine,73106,8.0
16285,Internal Medicine,73108,1.0
16286,Internal Medicine,73109,81.0
16287,Internal Medicine,73110,46.0
16288,Internal Medicine,73112,643.0
16289,Internal Medicine,73112.0,2.0
16290,Internal Medicine,73114,6.0
16291,Internal Medicine,73117,3.0
16292,Internal Medicine,73118,28.0
16293,Internal Medicine,73119,2.0
16294,Internal Medicine,73120,141.0
16295,Internal Medicine,73126,44.0
16296,Internal Medicine,73130,21.0
16297,Internal Medicine,73131,14.0
16298,Internal Medicine,73134,21.0
16299,Internal Medicine,73135,8.0
16300,Internal Medicine,73139,15.0
16301,Internal Medicine,73142,67.0
16302,Internal Medicine,73150,2.0
16303,Internal Medicine,73160,8.0
16304,Internal Medicine,73162,14.0
16305,Internal Medicine,73170,40.0
16306,Internal Medicine,73189,2.0
16307,Internal Medicine,73190,5.0
16308,Internal Medicine,732,2.0
16309,Internal Medicine,73401,64.0
16310,Internal Medicine,73401.0,1.0
16311,Internal Medicine,73446,2.0
16312,Internal Medicine,73460,15.0
16313,Internal Medicine,735,1.0
16314,Internal Medicine,73501,4.0
16315,Internal Medicine,73502,2.0
16316,Internal Medicine,73503,1.0
16317,Internal Medicine,73505,173.0
16318,Internal Medicine,73507,3.0
16319,Internal Medicine,73521,10.0
16320,Internal Medicine,736,5.0
16321,Internal Medicine,73644,1.0
16322,Internal Medicine,737,1.0
16323,Internal Medicine,73701,20.0
16324,Internal Medicine,73702,1.0
16325,Internal Medicine,73703,1.0
16326,Internal Medicine,73705,1.0
16327,Internal Medicine,73750,9.0
16328,Internal Medicine,738,20.0
16329,Internal Medicine,73801,2.0
16330,Internal Medicine,739,3.0
16331,Internal Medicine,73942,15.0
16332,Internal Medicine,74003,14.0
16333,Internal Medicine,74006,67.0
16334,Internal Medicine,7401,1.0
16335,Internal Medicine,74011,3.0
16336,Internal Medicine,74012,133.0
16337,Internal Medicine,74012.0,1.0
16338,Internal Medicine,74014,2.0
16339,Internal Medicine,74015,1.0
16340,Internal Medicine,74017,53.0
16341,Internal Medicine,74023,8.0
16342,Internal Medicine,74028,2.0
16343,Internal Medicine,74029,1.0
16344,Internal Medicine,74030,1.0
16345,Internal Medicine,74035,6.0
16346,Internal Medicine,74037,7.0
16347,Internal Medicine,7405,7.0
16348,Internal Medicine,74055,83.0
16349,Internal Medicine,74056,3.0
16350,Internal Medicine,74063,20.0
16351,Internal Medicine,74070,1.0
16352,Internal Medicine,74074,89.0
16353,Internal Medicine,7410,29.0
16354,Internal Medicine,7410.0,1.0
16355,Internal Medicine,74102,2.0
16356,Internal Medicine,74104,619.0
16357,Internal Medicine,74104.0,1.0
16358,Internal Medicine,74105,13.0
16359,Internal Medicine,74107,4.0
16360,Internal Medicine,74114,6.0
16361,Internal Medicine,74115,2.0
16362,Internal Medicine,74119,3.0
16363,Internal Medicine,74120,5.0
16364,Internal Medicine,74127,168.0
16365,Internal Medicine,74127.0,1.0
16366,Internal Medicine,74128,2.0
16367,Internal Medicine,74129,15.0
16368,Internal Medicine,74132,3.0
16369,Internal Medicine,74133,383.0
16370,Internal Medicine,74133.0,1.0
16371,Internal Medicine,74134,2.0
16372,Internal Medicine,74135,69.0
16373,Internal Medicine,74136,1158.0
16374,Internal Medicine,74136.0,1.0
16375,Internal Medicine,74137,17.0
16376,Internal Medicine,74145,45.0
16377,Internal Medicine,74146,12.0
16378,Internal Medicine,74149,1.0
16379,Internal Medicine,7416,2.0
16380,Internal Medicine,7416.0,1.0
16381,Internal Medicine,7417,2.0
16382,Internal Medicine,7419,8.0
16383,Internal Medicine,7420,1.0
16384,Internal Medicine,7423,1.0
16385,Internal Medicine,7424,47.0
16386,Internal Medicine,7430,19.0
16387,Internal Medicine,74301,1.0
16388,Internal Medicine,74331,5.0
16389,Internal Medicine,74344,4.0
16390,Internal Medicine,74354,10.0
16391,Internal Medicine,7436,1.0
16392,Internal Medicine,74361,3.0
16393,Internal Medicine,74401,119.0
16394,Internal Medicine,74403,4.0
16395,Internal Medicine,7442,10.0
16396,Internal Medicine,7442.0,2.0
16397,Internal Medicine,74421,1.0
16398,Internal Medicine,74432,1.0
16399,Internal Medicine,74437,7.0
16400,Internal Medicine,7444,8.0
16401,Internal Medicine,7444.0,1.0
16402,Internal Medicine,74447,3.0
16403,Internal Medicine,7446,7.0
16404,Internal Medicine,74462,1.0
16405,Internal Medicine,74464,50.0
16406,Internal Medicine,74465,14.0
16407,Internal Medicine,74467,2.0
16408,Internal Medicine,745,4.0
16409,Internal Medicine,7450,27.0
16410,Internal Medicine,74501,21.0
16411,Internal Medicine,7456,11.0
16412,Internal Medicine,74571,6.0
16413,Internal Medicine,7458,1.0
16414,Internal Medicine,74601,14.0
16415,Internal Medicine,74602,2.0
16416,Internal Medicine,7461,14.0
16417,Internal Medicine,7461.0,2.0
16418,Internal Medicine,7462,35.0
16419,Internal Medicine,7463,2.0
16420,Internal Medicine,7470,74.0
16421,Internal Medicine,74701,61.0
16422,Internal Medicine,74702,9.0
16423,Internal Medicine,74745,3.0
16424,Internal Medicine,7480,5.0
16425,Internal Medicine,74801,1.0
16426,Internal Medicine,74802,7.0
16427,Internal Medicine,74804,35.0
16428,Internal Medicine,74804.0,1.0
16429,Internal Medicine,7481,1.0
16430,Internal Medicine,74820,29.0
16431,Internal Medicine,74848,1.0
16432,Internal Medicine,74849,2.0
16433,Internal Medicine,74851,2.0
16434,Internal Medicine,74859,16.0
16435,Internal Medicine,74864,2.0
16436,Internal Medicine,74880,3.0
16437,Internal Medicine,74883,3.0
16438,Internal Medicine,74953,6.0
16439,Internal Medicine,74954,2.0
16440,Internal Medicine,75001,104.0
16441,Internal Medicine,75002,6.0
16442,Internal Medicine,75006,22.0
16443,Internal Medicine,75007,29.0
16444,Internal Medicine,75009,2.0
16445,Internal Medicine,7501,7.0
16446,Internal Medicine,75010,113.0
16447,Internal Medicine,75012,1.0
16448,Internal Medicine,75013,44.0
16449,Internal Medicine,75019,27.0
16450,Internal Medicine,7502,6.0
16451,Internal Medicine,75020,149.0
16452,Internal Medicine,75022,5.0
16453,Internal Medicine,75022.0,1.0
16454,Internal Medicine,75023,34.0
16455,Internal Medicine,75024,96.0
16456,Internal Medicine,75025,133.0
16457,Internal Medicine,75026,3.0
16458,Internal Medicine,75028,130.0
16459,Internal Medicine,7503,29.0
16460,Internal Medicine,75032,36.0
16461,Internal Medicine,75033,44.0
16462,Internal Medicine,75034,100.0
16463,Internal Medicine,75035,91.0
16464,Internal Medicine,75038,12.0
16465,Internal Medicine,75039,98.0
16466,Internal Medicine,75039.0,1.0
16467,Internal Medicine,7504,22.0
16468,Internal Medicine,7504.0,2.0
16469,Internal Medicine,75040,3.0
16470,Internal Medicine,75041,63.0
16471,Internal Medicine,75042,274.0
16472,Internal Medicine,75043,11.0
16473,Internal Medicine,75044,22.0
16474,Internal Medicine,75048,2.0
16475,Internal Medicine,7505,6.0
16476,Internal Medicine,75051,28.0
16477,Internal Medicine,75051.0,2.0
16478,Internal Medicine,75052,29.0
16479,Internal Medicine,75054,4.0
16480,Internal Medicine,75056,5.0
16481,Internal Medicine,75057,101.0
16482,Internal Medicine,7506,7.0
16483,Internal Medicine,75060,1.0
16484,Internal Medicine,75061,94.0
16485,Internal Medicine,75062,21.0
16486,Internal Medicine,75063,167.0
16487,Internal Medicine,75067,23.0
16488,Internal Medicine,75068,55.0
16489,Internal Medicine,75069,63.0
16490,Internal Medicine,75070,8.0
16491,Internal Medicine,75071,22.0
16492,Internal Medicine,75074,1.0
16493,Internal Medicine,75075,167.0
16494,Internal Medicine,75077,15.0
16495,Internal Medicine,7508,10.0
16496,Internal Medicine,75080,295.0
16497,Internal Medicine,75081,12.0
16498,Internal Medicine,75082,23.0
16499,Internal Medicine,75083,56.0
16500,Internal Medicine,75087,10.0
16501,Internal Medicine,75088,50.0
16502,Internal Medicine,75089,2.0
16503,Internal Medicine,75090,5.0
16504,Internal Medicine,75092,81.0
16505,Internal Medicine,75093,1205.0
16506,Internal Medicine,75093.0,2.0
16507,Internal Medicine,75094,2.0
16508,Internal Medicine,75098,5.0
16509,Internal Medicine,751,1.0
16510,Internal Medicine,75104,24.0
16511,Internal Medicine,75110,20.0
16512,Internal Medicine,75115,54.0
16513,Internal Medicine,75119,51.0
16514,Internal Medicine,7512,2.0
16515,Internal Medicine,75126,4.0
16516,Internal Medicine,75134,2.0
16517,Internal Medicine,75137,1.0
16518,Internal Medicine,7514,41.0
16519,Internal Medicine,75140,1.0
16520,Internal Medicine,75142,79.0
16521,Internal Medicine,75146,15.0
16522,Internal Medicine,75149,36.0
16523,Internal Medicine,75150,132.0
16524,Internal Medicine,75154,4.0
16525,Internal Medicine,75156,18.0
16526,Internal Medicine,75160,8.0
16527,Internal Medicine,75165,109.0
16528,Internal Medicine,75182,14.0
16529,Internal Medicine,75189,2.0
16530,Internal Medicine,75201,8.0
16531,Internal Medicine,75203,261.0
16532,Internal Medicine,75204,762.0
16533,Internal Medicine,75204.0,1.0
16534,Internal Medicine,75205,26.0
16535,Internal Medicine,75206,18.0
16536,Internal Medicine,75207,3.0
16537,Internal Medicine,75208,180.0
16538,Internal Medicine,75209,6.0
16539,Internal Medicine,75211,1.0
16540,Internal Medicine,75214,9.0
16541,Internal Medicine,75215,8.0
16542,Internal Medicine,75216,49.0
16543,Internal Medicine,75217,2.0
16544,Internal Medicine,75218,72.0
16545,Internal Medicine,75219,136.0
16546,Internal Medicine,75220,4.0
16547,Internal Medicine,75224,21.0
16548,Internal Medicine,75225,30.0
16549,Internal Medicine,75226,74.0
16550,Internal Medicine,75226.0,2.0
16551,Internal Medicine,75227,1.0
16552,Internal Medicine,75228,3.0
16553,Internal Medicine,75229,7.0
16554,Internal Medicine,75230,282.0
16555,Internal Medicine,75231,746.0
16556,Internal Medicine,75231.0,4.0
16557,Internal Medicine,75232,1.0
16558,Internal Medicine,75234,21.0
16559,Internal Medicine,75235,174.0
16560,Internal Medicine,75237,82.0
16561,Internal Medicine,75238,7.0
16562,Internal Medicine,75241,2.0
16563,Internal Medicine,75243,33.0
16564,Internal Medicine,75244,8.0
16565,Internal Medicine,75244.0,3.0
16566,Internal Medicine,75246,1078.0
16567,Internal Medicine,75246.0,4.0
16568,Internal Medicine,75247,7.0
16569,Internal Medicine,75248,30.0
16570,Internal Medicine,75251,77.0
16571,Internal Medicine,75254,34.0
16572,Internal Medicine,75265,7.0
16573,Internal Medicine,75267,2.0
16574,Internal Medicine,75284,18.0
16575,Internal Medicine,75287,14.0
16576,Internal Medicine,75312,2.0
16577,Internal Medicine,75390,106.0
16578,Internal Medicine,75391,10.0
16579,Internal Medicine,75397,22.0
16580,Internal Medicine,754,4.0
16581,Internal Medicine,75401,36.0
16582,Internal Medicine,75402,3.0
16583,Internal Medicine,75418,5.0
16584,Internal Medicine,75426,7.0
16585,Internal Medicine,75455,19.0
16586,Internal Medicine,75460,55.0
16587,Internal Medicine,75462,8.0
16588,Internal Medicine,75474,3.0
16589,Internal Medicine,75482,91.0
16590,Internal Medicine,75494,1.0
16591,Internal Medicine,75495,11.0
16592,Internal Medicine,75501,23.0
16593,Internal Medicine,75503,168.0
16594,Internal Medicine,75559,1.0
16595,Internal Medicine,75570,1.0
16596,Internal Medicine,75601,188.0
16597,Internal Medicine,75601.0,1.0
16598,Internal Medicine,75602,11.0
16599,Internal Medicine,75604,5.0
16600,Internal Medicine,75605,471.0
16601,Internal Medicine,75606,2.0
16602,Internal Medicine,75644,1.0
16603,Internal Medicine,75647,2.0
16604,Internal Medicine,75652,36.0
16605,Internal Medicine,75657,4.0
16606,Internal Medicine,75662,16.0
16607,Internal Medicine,75670,180.0
16608,Internal Medicine,75671,5.0
16609,Internal Medicine,75672,12.0
16610,Internal Medicine,75686,4.0
16611,Internal Medicine,757,4.0
16612,Internal Medicine,75701,668.0
16613,Internal Medicine,75702,38.0
16614,Internal Medicine,75703,6.0
16615,Internal Medicine,75707,1.0
16616,Internal Medicine,75708,5.0
16617,Internal Medicine,75711,26.0
16618,Internal Medicine,75712,7.0
16619,Internal Medicine,75762,13.0
16620,Internal Medicine,75766,30.0
16621,Internal Medicine,75773,2.0
16622,Internal Medicine,75785,10.0
16623,Internal Medicine,75801,70.0
16624,Internal Medicine,75802,8.0
16625,Internal Medicine,75904,115.0
16626,Internal Medicine,75935,13.0
16627,Internal Medicine,75949,31.0
16628,Internal Medicine,75951,1.0
16629,Internal Medicine,75956,1.0
16630,Internal Medicine,75961,51.0
16631,Internal Medicine,75964,2.0
16632,Internal Medicine,75965,30.0
16633,Internal Medicine,75972,2.0
16634,Internal Medicine,76001,4.0
16635,Internal Medicine,76003,4.0
16636,Internal Medicine,76006,5.0
16637,Internal Medicine,76008,22.0
16638,Internal Medicine,7601,179.0
16639,Internal Medicine,7601.0,1.0
16640,Internal Medicine,76010,24.0
16641,Internal Medicine,76011,1.0
16642,Internal Medicine,76012,275.0
16643,Internal Medicine,76013,19.0
16644,Internal Medicine,76014,322.0
16645,Internal Medicine,76015,165.0
16646,Internal Medicine,76016,12.0
16647,Internal Medicine,76017,98.0
16648,Internal Medicine,76018,43.0
16649,Internal Medicine,76020,128.0
16650,Internal Medicine,76021,190.0
16651,Internal Medicine,76022,141.0
16652,Internal Medicine,76028,82.0
16653,Internal Medicine,76028.0,1.0
16654,Internal Medicine,76033,57.0
16655,Internal Medicine,76034,91.0
16656,Internal Medicine,76039,1.0
16657,Internal Medicine,7604,1.0
16658,Internal Medicine,76040,157.0
16659,Internal Medicine,76043,7.0
16660,Internal Medicine,76048,157.0
16661,Internal Medicine,76049,2.0
16662,Internal Medicine,7605,4.0
16663,Internal Medicine,76051,399.0
16664,Internal Medicine,76053,2.0
16665,Internal Medicine,76054,8.0
16666,Internal Medicine,76063,120.0
16667,Internal Medicine,7607,5.0
16668,Internal Medicine,76086,50.0
16669,Internal Medicine,76087,3.0
16670,Internal Medicine,76092,83.0
16671,Internal Medicine,76095,4.0
16672,Internal Medicine,76102,9.0
16673,Internal Medicine,76104,782.0
16674,Internal Medicine,76107,86.0
16675,Internal Medicine,76108,72.0
16676,Internal Medicine,76109,15.0
16677,Internal Medicine,76112,4.0
16678,Internal Medicine,76114,5.0
16679,Internal Medicine,76115,3.0
16680,Internal Medicine,76116,24.0
16681,Internal Medicine,76117,8.0
16682,Internal Medicine,76119,1.0
16683,Internal Medicine,76120,1.0
16684,Internal Medicine,76124,2.0
16685,Internal Medicine,76126,1.0
16686,Internal Medicine,76132,81.0
16687,Internal Medicine,76133,78.0
16688,Internal Medicine,76133.0,1.0
16689,Internal Medicine,76135,7.0
16690,Internal Medicine,76137,13.0
16691,Internal Medicine,76140,8.0
16692,Internal Medicine,76161,7.0
16693,Internal Medicine,76164,9.0
16694,Internal Medicine,76177,5.0
16695,Internal Medicine,76179,4.0
16696,Internal Medicine,76180,120.0
16697,Internal Medicine,76182,2.0
16698,Internal Medicine,76199,6.0
16699,Internal Medicine,76201,43.0
16700,Internal Medicine,76205,13.0
16701,Internal Medicine,76207,10.0
16702,Internal Medicine,76208,18.0
16703,Internal Medicine,7621,5.0
16704,Internal Medicine,76210,25.0
16705,Internal Medicine,76230,7.0
16706,Internal Medicine,76234,43.0
16707,Internal Medicine,7624,1.0
16708,Internal Medicine,76240,3.0
16709,Internal Medicine,76244,17.0
16710,Internal Medicine,76248,29.0
16711,Internal Medicine,7626,7.0
16712,Internal Medicine,76262,9.0
16713,Internal Medicine,76270,1.0
16714,Internal Medicine,7628,1.0
16715,Internal Medicine,7630,15.0
16716,Internal Medicine,76301,50.0
16717,Internal Medicine,76302,132.0
16718,Internal Medicine,76302.0,3.0
