,speciality,Recipient_Zip_Code,median_payment
26083,Internal Medicine,06870,18.07
26084,Internal Medicine,06877,13.565
26085,Internal Medicine,06877-2331,21.13
26086,Internal Medicine,06877-3013,44.94
26087,Internal Medicine,06877-4069,12.39
26088,Internal Medicine,06877-4102,13.73
26089,Internal Medicine,06877-4514,14.17
26090,Internal Medicine,06877-4665,16.14
26091,Internal Medicine,06878,96.83
26092,Internal Medicine,06880,16.23
26093,Internal Medicine,06880-2425,13.48
26094,Internal Medicine,06880-2444,17.19
26095,Internal Medicine,06880-3216,15.0
26096,Internal Medicine,06880-4328,16.155
26097,Internal Medicine,06880-5200,17.705
26098,Internal Medicine,06880-5222,118.285
26099,Internal Medicine,06890,21.0
26100,Internal Medicine,06896,18.64
26101,Internal Medicine,06897,14.66
26102,Internal Medicine,06897-3012,18.48
26103,Internal Medicine,06901,14.905
26104,Internal Medicine,06902,12.86
26105,Internal Medicine,06902-2594,14.23
26106,Internal Medicine,06902-3523,10.645
26107,Internal Medicine,06902-3628,11.64
26108,Internal Medicine,06902-3633,15.425
26109,Internal Medicine,06902-3661,15.9
26110,Internal Medicine,06902-3730,13.725
26111,Internal Medicine,06902-3733,16.95
26112,Internal Medicine,06902-3756,16.28
26113,Internal Medicine,06902-4536,14.84
26114,Internal Medicine,06902-6844,15.53
26115,Internal Medicine,06903,12.575
26116,Internal Medicine,06903-2817,13.02
26117,Internal Medicine,06904,30.07
26118,Internal Medicine,06905,14.21
26119,Internal Medicine,06905-1332,12.76
26120,Internal Medicine,06905-1904,18.835
26121,Internal Medicine,06905-5305,12.57
26122,Internal Medicine,06905-5342,22.245
26123,Internal Medicine,06905-5359,60.275
26124,Internal Medicine,06905-5360,13.74
26125,Internal Medicine,06905-5466,15.785
26126,Internal Medicine,06942,11.92
26127,Internal Medicine,07001,13.64
26128,Internal Medicine,07001-1000,50.345
26129,Internal Medicine,07001-1390,17.77
26130,Internal Medicine,07002,16.11
26131,Internal Medicine,07002-1367,21.67
26132,Internal Medicine,07002-1807,1.57
26133,Internal Medicine,07002-2022,20.73
26134,Internal Medicine,07002-2243,16.895
26135,Internal Medicine,07002-3026,17.53
26136,Internal Medicine,07002-3054,12.075
26137,Internal Medicine,07002-3112,19.78
26138,Internal Medicine,07002-3128,16.06
26139,Internal Medicine,07002-3821,1.57
26140,Internal Medicine,07002-3846,17.71
26141,Internal Medicine,07002-3916,15.02
26142,Internal Medicine,07002-3989,12.15
26143,Internal Medicine,07002-4036,13.63
26144,Internal Medicine,07002-4603,18.64
26145,Internal Medicine,07002-4608,13.54
26146,Internal Medicine,07002-4612,18.785
26147,Internal Medicine,07002-4725,18.5
26148,Internal Medicine,07002-5084,94.06
26149,Internal Medicine,07003,14.3
26150,Internal Medicine,07003-1939,5.76
26151,Internal Medicine,07003-2635,77.25
26152,Internal Medicine,07003-2884,25.285
26153,Internal Medicine,07003-4852,21.03
26154,Internal Medicine,07003-4897,1.57
26155,Internal Medicine,07003-5552,15.42
26156,Internal Medicine,07003-5902,15.425
26157,Internal Medicine,07003-5950,94.53
26158,Internal Medicine,07003-6192,20.305
26159,Internal Medicine,07004,20.13
26160,Internal Medicine,07004-2440,30.79
26161,Internal Medicine,07005,12.7
26162,Internal Medicine,07005-1454,43.18
26163,Internal Medicine,07006,15.415
26164,Internal Medicine,07006-4905,86.99
26165,Internal Medicine,07006-5604,99.835
26166,Internal Medicine,07006-7127,1.57
26167,Internal Medicine,07008,17.73
26168,Internal Medicine,07008-3029,16.72
26169,Internal Medicine,07009,10.73
26170,Internal Medicine,07010-1831,15.5
26171,Internal Medicine,07010-1911,11.51
26172,Internal Medicine,07010-3012,22.53
26173,Internal Medicine,07010-3100,53.08
26174,Internal Medicine,07011,18.35
26175,Internal Medicine,07011-1426,22.5
26176,Internal Medicine,07011-1456,15.83
26177,Internal Medicine,07011-2157,11.98
26178,Internal Medicine,07011-2219,11.28
26179,Internal Medicine,07011-2333,21.395
26180,Internal Medicine,07011-2386,92.48
26181,Internal Medicine,07011-2645,97.865
26182,Internal Medicine,07011-3227,11.805
26183,Internal Medicine,07012,14.61
26184,Internal Medicine,07012-1400,22.72
26185,Internal Medicine,07012-1647,15.96
26186,Internal Medicine,07012-1915,12.68
26187,Internal Medicine,07012-1943,47.435
26188,Internal Medicine,07012-2207,16.41
26189,Internal Medicine,07013,16.65
26190,Internal Medicine,07013-1624,6.095
26191,Internal Medicine,07013-1800,89.36
26192,Internal Medicine,07013-2449,17.87
26193,Internal Medicine,07013-2711,27.69
26194,Internal Medicine,07013-2722,20.0
26195,Internal Medicine,07013-2724,16.14
26196,Internal Medicine,07013-3346,18.66
26197,Internal Medicine,07013-3517,24.005
26198,Internal Medicine,07013-3621,12.88
26199,Internal Medicine,07013-3631,21.76
26200,Internal Medicine,07013-3638,48.365
26201,Internal Medicine,07014,20.88
26202,Internal Medicine,07016,16.345
26203,Internal Medicine,07016-1524,72.24
26204,Internal Medicine,07016-2158,20.175
26205,Internal Medicine,07016-3328,84.56
26206,Internal Medicine,07017,13.0
26207,Internal Medicine,07017-1905,17.745
26208,Internal Medicine,07017-2213,14.89
26209,Internal Medicine,07018,19.97
26210,Internal Medicine,07018-1023,86.49
26211,Internal Medicine,07018-2835,11.93
26212,Internal Medicine,07018-2838,22.44
26213,Internal Medicine,07018-3444,17.4
26214,Internal Medicine,07020,16.855
26215,Internal Medicine,07020-1016,13.25
26216,Internal Medicine,07023,15.185
26217,Internal Medicine,07023-1325,107.18
26218,Internal Medicine,07023-1373,11.38
26219,Internal Medicine,07024,18.39
26220,Internal Medicine,07024-2748,100.0
26221,Internal Medicine,07024-3127,1.57
26222,Internal Medicine,07024-4151,20.83
26223,Internal Medicine,07024-4304,1.57
26224,Internal Medicine,07024-5005,16.02
26225,Internal Medicine,07024-5909,16.17
26226,Internal Medicine,07024-6652,24.33
26227,Internal Medicine,07024-7050,21.42
26228,Internal Medicine,07026,18.75
26229,Internal Medicine,07027,13.68
26230,Internal Medicine,07027-1312,15.895
26231,Internal Medicine,07028,18.05
26232,Internal Medicine,07028-1527,124.99
26233,Internal Medicine,07029,10.19
26234,Internal Medicine,07030,16.36
26235,Internal Medicine,07030-4829,16.99
26236,Internal Medicine,07031,16.19
26237,Internal Medicine,07031-6306,21.6
26238,Internal Medicine,07031-6318,1.57
26239,Internal Medicine,07031-6350,17.14
26240,Internal Medicine,07031-6463,31.22
26241,Internal Medicine,07032,2.13
26242,Internal Medicine,07032-2437,21.235
26243,Internal Medicine,07032-3130,18.43
26244,Internal Medicine,07032-3324,15.83
26245,Internal Medicine,07033,16.66
26246,Internal Medicine,07033-1335,875.0
26247,Internal Medicine,07033-1626,17.37
26248,Internal Medicine,07034,200.0
26249,Internal Medicine,07036,15.9
26250,Internal Medicine,07036-3739,17.84
26251,Internal Medicine,07036-4058,22.19
26252,Internal Medicine,07036-4147,19.96
26253,Internal Medicine,07036-4173,19.02
26254,Internal Medicine,07039,13.465
26255,Internal Medicine,07039-1127,12.0
26256,Internal Medicine,07039-1600,15.2
26257,Internal Medicine,07039-3426,23.96
26258,Internal Medicine,07039-4802,21.4
26259,Internal Medicine,07039-4892,53.13
26260,Internal Medicine,07039-4896,15.965
26261,Internal Medicine,07039-5605,19.65
26262,Internal Medicine,07039-5606,20.98
26263,Internal Medicine,07039-5672,16.185
26264,Internal Medicine,07040,15.98
26265,Internal Medicine,07040-2640,21.2
26266,Internal Medicine,07040-3435,15.72
26267,Internal Medicine,07040-3718,30.61
26268,Internal Medicine,07040-3725,17.29
26269,Internal Medicine,07040-3726,15.245
26270,Internal Medicine,07041,15.95
26271,Internal Medicine,07041-1416,15.775
26272,Internal Medicine,07041-1919,1.57
26273,Internal Medicine,07041-1935,11.11
26274,Internal Medicine,07041-1942,15.11
26275,Internal Medicine,07042,13.22
26276,Internal Medicine,07042-2903,15.0
26277,Internal Medicine,07042-4837,19.69
26278,Internal Medicine,07042-5915,76.99
26279,Internal Medicine,07044,32.76
26280,Internal Medicine,07045,12.88
26281,Internal Medicine,07045-9112,11.73
26282,Internal Medicine,07045-9781,10.26
26283,Internal Medicine,07046,51.26
26284,Internal Medicine,07046-1668,10.79
26285,Internal Medicine,07047,14.58
26286,Internal Medicine,07047-4137,11.74
26287,Internal Medicine,07047-4254,15.515
26288,Internal Medicine,07047-4264,16.495
26289,Internal Medicine,07047-4965,22.445
26290,Internal Medicine,07047-5229,10.56
26291,Internal Medicine,07047-5252,84.605
26292,Internal Medicine,07047-5322,18.055
26293,Internal Medicine,07047-5349,24.79
26294,Internal Medicine,07047-5361,16.96
26295,Internal Medicine,07047-5497,13.02
26296,Internal Medicine,07047-6203,17.57
26297,Internal Medicine,07050,16.42
26298,Internal Medicine,07050-1562,14.37
26299,Internal Medicine,07052,14.73
26300,Internal Medicine,07052-1131,15.845
26301,Internal Medicine,07052-1144,14.6
26302,Internal Medicine,07052-1174,18.87
26303,Internal Medicine,07052-2723,14.33
26304,Internal Medicine,07052-2724,14.03
26305,Internal Medicine,07052-2956,14.56
26306,Internal Medicine,07052-3026,17.88
26307,Internal Medicine,07052-4962,1988.885
26308,Internal Medicine,07052-5303,45.68
26309,Internal Medicine,07052-5342,16.42
26310,Internal Medicine,07052-5517,21.2
26311,Internal Medicine,07054,14.82
26312,Internal Medicine,07054-1055,16.11
26313,Internal Medicine,07054-1060,79.72
26314,Internal Medicine,07054-1113,69.31
26315,Internal Medicine,07054-1291,59.85
26316,Internal Medicine,07054-2007,17.15
26317,Internal Medicine,07054-4913,16.95
26318,Internal Medicine,07054-5102,99.95
26319,Internal Medicine,07054-5192,11.64
26320,Internal Medicine,07055,19.02
26321,Internal Medicine,07055-2840,13.28
26322,Internal Medicine,07055-4513,22.38
26323,Internal Medicine,07055-5818,21.81
26324,Internal Medicine,07055-8513,11.475
26325,Internal Medicine,07055-8545,17.76
26326,Internal Medicine,07057,19.17
26327,Internal Medicine,07057-1300,19.425
26328,Internal Medicine,07059,15.55
26329,Internal Medicine,07059-2636,16.49
26330,Internal Medicine,07059-5605,22.06
26331,Internal Medicine,07060,20.385
26332,Internal Medicine,07060-3026,14.59
26333,Internal Medicine,07060-3253,18.825
26334,Internal Medicine,07061,15.34
26335,Internal Medicine,07063,15.85
26336,Internal Medicine,07063-1000,19.12
26337,Internal Medicine,07065,11.5
26338,Internal Medicine,07065-1531,84.56
26339,Internal Medicine,07065-2764,15.245
26340,Internal Medicine,07065-3413,29.93
26341,Internal Medicine,07066,15.89
26342,Internal Medicine,07066-1252,12.5
26343,Internal Medicine,07066-1302,18.78
26344,Internal Medicine,07066-1315,56.14
26345,Internal Medicine,07066-1565,17.27
26346,Internal Medicine,07066-1640,13.86
26347,Internal Medicine,07066-1757,16.73
26348,Internal Medicine,07066-2454,10.76
26349,Internal Medicine,07067,13.29
26350,Internal Medicine,07067-1433,23.13
26351,Internal Medicine,07068,13.485
26352,Internal Medicine,07069,3.14
26353,Internal Medicine,07069-6262,11.51
26354,Internal Medicine,07069-6322,11.07
26355,Internal Medicine,07070,17.18
26356,Internal Medicine,07070-1274,19.13
26357,Internal Medicine,07070-1565,11.43
26358,Internal Medicine,07070-2082,15.27
26359,Internal Medicine,07070-2323,20.75
26360,Internal Medicine,07071,15.24
26361,Internal Medicine,07071-1217,16.25
26362,Internal Medicine,07073,1.57
26363,Internal Medicine,07075,16.3
26364,Internal Medicine,07075-1236,21.89
26365,Internal Medicine,07076,15.71
26366,Internal Medicine,07076-2698,7.63
26367,Internal Medicine,07078,13.96
26368,Internal Medicine,07078-1731,121.42
26369,Internal Medicine,07079,19.28
26370,Internal Medicine,07079-1534,11.63
26371,Internal Medicine,07079-1936,67.125
26372,Internal Medicine,07079-2636,21.55
26373,Internal Medicine,07079-2698,94.88
26374,Internal Medicine,07080,12.71
26375,Internal Medicine,07080-5100,23.47
26376,Internal Medicine,07080-5126,23.63
26377,Internal Medicine,07080-5127,15.85
26378,Internal Medicine,07080-5133,15.89
26379,Internal Medicine,07080-5134,63.07
26380,Internal Medicine,07080-5300,21.23
26381,Internal Medicine,07080-5453,89.22
26382,Internal Medicine,07080-5530,19.95
26383,Internal Medicine,07081,18.515
26384,Internal Medicine,07081-1422,64.53
26385,Internal Medicine,07081-1507,14.29
26386,Internal Medicine,07082,16.8
26387,Internal Medicine,07083,14.26
26388,Internal Medicine,07083-3328,29.95
26389,Internal Medicine,07083-3331,17.71
26390,Internal Medicine,07083-3526,18.965
26391,Internal Medicine,07083-3928,16.35
26392,Internal Medicine,07083-4821,2.84
26393,Internal Medicine,07083-4826,18.73
26394,Internal Medicine,07083-5745,17.21
26395,Internal Medicine,07083-6013,15.26
26396,Internal Medicine,07083-6906,10.0
26397,Internal Medicine,07083-7989,20.0
26398,Internal Medicine,07087,16.33
26399,Internal Medicine,07087-1924,22.77
26400,Internal Medicine,07087-2012,43.395
26401,Internal Medicine,07087-2362,21.41
26402,Internal Medicine,07087-2436,6.635
26403,Internal Medicine,07087-2707,20.14
26404,Internal Medicine,07087-4416,21.97
26405,Internal Medicine,07087-4464,17.25
26406,Internal Medicine,07087-4804,12.75
26407,Internal Medicine,07087-4817,20.87
26408,Internal Medicine,07087-4860,15.08
26409,Internal Medicine,07088,20.97
26410,Internal Medicine,07088-1260,15.525
26411,Internal Medicine,07090,20.555
26412,Internal Medicine,07090-1364,16.8
26413,Internal Medicine,07090-1459,17.785
26414,Internal Medicine,07090-2139,10.29
26415,Internal Medicine,07090-2190,20.4
26416,Internal Medicine,07090-2545,19.36
26417,Internal Medicine,07090-3312,17.65
26418,Internal Medicine,07090-4763,17.04
26419,Internal Medicine,07092,7.255
26420,Internal Medicine,07093,16.07
26421,Internal Medicine,07093-1256,20.765
26422,Internal Medicine,07093-2119,18.56
26423,Internal Medicine,07093-2622,16.645
26424,Internal Medicine,07093-2805,11.07
26425,Internal Medicine,07093-3112,17.75
26426,Internal Medicine,07093-5412,12.75
26427,Internal Medicine,07093-5563,17.545
26428,Internal Medicine,07094,15.65
26429,Internal Medicine,07094-3242,12.46
26430,Internal Medicine,07094-4403,44.27
26431,Internal Medicine,07095,14.75
26432,Internal Medicine,07095-0189,11.58
26433,Internal Medicine,07095-1150,16.58
26434,Internal Medicine,07095-1215,14.51
26435,Internal Medicine,07095-1324,15.09
26436,Internal Medicine,07095-2960,49.95
26437,Internal Medicine,07101,14.14
26438,Internal Medicine,07102,18.755
26439,Internal Medicine,07102-1909,19.065
26440,Internal Medicine,07102-2011,19.895
26441,Internal Medicine,07102-2711,20.375
26442,Internal Medicine,07103,37.725
26443,Internal Medicine,07103-1104,75.49
26444,Internal Medicine,07103-2496,104.55
26445,Internal Medicine,07103-2785,72.71
26446,Internal Medicine,07104,13.22
26447,Internal Medicine,07104-2628,15.25
26448,Internal Medicine,07104-3109,19.74
26449,Internal Medicine,07104-3151,24.91
26450,Internal Medicine,07104-3223,26.95
26451,Internal Medicine,07105,13.78
26452,Internal Medicine,07105-1420,17.83
26453,Internal Medicine,07105-1432,11.57
26454,Internal Medicine,07105-1665,23.33
26455,Internal Medicine,07105-1706,23.11
26456,Internal Medicine,07105-1712,1.57
26457,Internal Medicine,07105-1813,17.06
26458,Internal Medicine,07105-2107,66.07
26459,Internal Medicine,07105-2183,13.015
26460,Internal Medicine,07105-3612,1.57
26461,Internal Medicine,07105-3618,23.33
26462,Internal Medicine,07106,13.84
26463,Internal Medicine,07106-3721,13.17
26464,Internal Medicine,07107,18.155
26465,Internal Medicine,07107-1317,20.655
26466,Internal Medicine,07107-1722,14.4
26467,Internal Medicine,07107-2405,15.98
26468,Internal Medicine,07109,15.03
26469,Internal Medicine,07109-1018,16.02
26470,Internal Medicine,07109-1185,69.64
26471,Internal Medicine,07109-1193,12.01
26472,Internal Medicine,07109-2122,16.37
26473,Internal Medicine,07109-3532,13.02
26474,Internal Medicine,07109-4143,13.38
26475,Internal Medicine,07110,14.31
26476,Internal Medicine,07110-1209,17.205
26477,Internal Medicine,07110-2311,14.8
26478,Internal Medicine,07110-2738,20.14
26479,Internal Medicine,07110-2939,20.265
26480,Internal Medicine,07110-3820,16.39
26481,Internal Medicine,07110-3951,1.57
26482,Internal Medicine,07110-5410,12.65
26483,Internal Medicine,07111,18.78
26484,Internal Medicine,07111-1412,17.67
26485,Internal Medicine,07111-3262,22.915
26486,Internal Medicine,07111-3277,13.05
26487,Internal Medicine,07112,14.98
26488,Internal Medicine,07112-2016,17.91
26489,Internal Medicine,07112-2027,14.98
26490,Internal Medicine,07112-2046,15.89
26491,Internal Medicine,07114-2501,12.53
26492,Internal Medicine,07193,19.83
26493,Internal Medicine,07201,15.05
26494,Internal Medicine,07201-2709,19.32
26495,Internal Medicine,07202,15.0
26496,Internal Medicine,07202-1111,16.38
26497,Internal Medicine,07202-1169,11.51
26498,Internal Medicine,07202-1832,15.115
26499,Internal Medicine,07202-3625,17.5
26500,Internal Medicine,07202-3672,12.11
26501,Internal Medicine,07202-3673,11.97
26502,Internal Medicine,07202-3674,18.075
26503,Internal Medicine,07202-3918,14.26
26504,Internal Medicine,07203,18.475
26505,Internal Medicine,07203-1698,13.01
26506,Internal Medicine,07203-2309,94.58
26507,Internal Medicine,07204,17.77
26508,Internal Medicine,07204-2084,18.765
26509,Internal Medicine,07204-2428,17.06
26510,Internal Medicine,07205,99.54
26511,Internal Medicine,07205-3113,15.04
26512,Internal Medicine,07206,18.72
26513,Internal Medicine,07207,18.785
26514,Internal Medicine,07208,16.665
26515,Internal Medicine,07208-1658,20.285
26516,Internal Medicine,07208-2347,22.085
26517,Internal Medicine,07208-3539,19.21
26518,Internal Medicine,07208-3695,16.98
26519,Internal Medicine,07302,15.87
26520,Internal Medicine,07302-3234,9.475
26521,Internal Medicine,07302-3828,17.49
26522,Internal Medicine,07302-4321,57.785
26523,Internal Medicine,07302-8957,21.405
26524,Internal Medicine,07304,13.33
26525,Internal Medicine,07304-1617,19.82
26526,Internal Medicine,07304-1702,19.9
26527,Internal Medicine,07304-2731,21.635
26528,Internal Medicine,07304-3154,18.75
26529,Internal Medicine,07305,15.54
26530,Internal Medicine,07305-1906,13.83
26531,Internal Medicine,07305-1975,58.725
26532,Internal Medicine,07305-2106,14.7
26533,Internal Medicine,07305-2107,14.44
26534,Internal Medicine,07306,19.42
26535,Internal Medicine,07306-1101,69.81
26536,Internal Medicine,07306-1133,12.04
26537,Internal Medicine,07306-1139,19.915
26538,Internal Medicine,07306-1326,19.46
26539,Internal Medicine,07306-1803,94.69
26540,Internal Medicine,07306-2714,18.69
26541,Internal Medicine,07306-2929,17.64
26542,Internal Medicine,07306-3407,82.69
26543,Internal Medicine,07306-4811,17.83
26544,Internal Medicine,07306-5508,16.75
26545,Internal Medicine,07306-5515,6.87
26546,Internal Medicine,07307,17.74
26547,Internal Medicine,07307-1772,23.365
26548,Internal Medicine,07307-2808,15.21
26549,Internal Medicine,07307-2857,18.28
26550,Internal Medicine,07307-2910,17.6
26551,Internal Medicine,07307-3005,15.57
26552,Internal Medicine,07307-3210,72.65
26553,Internal Medicine,07307-4022,18.0
26554,Internal Medicine,07307-4107,1.57
26555,Internal Medicine,07310,17.82
26556,Internal Medicine,07396,11.16
26557,Internal Medicine,07401,13.065
26558,Internal Medicine,07401-1400,932.83
26559,Internal Medicine,07405,20.03
26560,Internal Medicine,07405-2347,13.77
26561,Internal Medicine,07407,15.65
26562,Internal Medicine,07410,15.71
26563,Internal Medicine,07410-1552,21.19
26564,Internal Medicine,07410-2031,19.35
26565,Internal Medicine,07410-2331,61.03
26566,Internal Medicine,07410-2341,18.13
26567,Internal Medicine,07410-3016,19.36
26568,Internal Medicine,07410-3311,19.48
26569,Internal Medicine,07410-3549,15.665
26570,Internal Medicine,07410-3913,102.45
26571,Internal Medicine,07410-3963,16.5
26572,Internal Medicine,07410-5634,18.38
26573,Internal Medicine,07410-6026,128.675
26574,Internal Medicine,07416,14.64
26575,Internal Medicine,07417,19.045
26576,Internal Medicine,07417-1346,102.58
26577,Internal Medicine,07419,14.98
26578,Internal Medicine,07419-1419,13.02
26579,Internal Medicine,07420,15.73
26580,Internal Medicine,07423,18.99
26581,Internal Medicine,07423-1566,21.39
26582,Internal Medicine,07424,14.38
26583,Internal Medicine,07424-1107,11.94
26584,Internal Medicine,07424-2049,18.83
26585,Internal Medicine,07424-2559,16.98
26586,Internal Medicine,07424-2570,16.53
26587,Internal Medicine,07424-2671,15.81
26588,Internal Medicine,07424-2745,16.82
26589,Internal Medicine,07424-2748,10.175
26590,Internal Medicine,07424-2749,14.55
26591,Internal Medicine,07424-3812,15.81
26592,Internal Medicine,07424-5627,17.16
26593,Internal Medicine,07430,17.575
26594,Internal Medicine,07430-1304,18.54
26595,Internal Medicine,07432,17.735
26596,Internal Medicine,07432-1969,18.06
26597,Internal Medicine,07436,18.33
26598,Internal Medicine,07442,16.465
26599,Internal Medicine,07442-1843,23.29
26600,Internal Medicine,07442-2330,12.07
26601,Internal Medicine,07444,16.95
26602,Internal Medicine,07444-1453,11.02
26603,Internal Medicine,07444-1647,10.765
26604,Internal Medicine,07444-1924,62.01
26605,Internal Medicine,07444-2100,12.69
26606,Internal Medicine,07446,15.62
26607,Internal Medicine,07446-1139,16.68
26608,Internal Medicine,07446-2034,22.33
26609,Internal Medicine,07446-2550,15.52
26610,Internal Medicine,07450,17.505
26611,Internal Medicine,07450-2726,15.77
26612,Internal Medicine,07450-3321,18.59
26613,Internal Medicine,07450-3873,18.405
26614,Internal Medicine,07450-3915,11.61
26615,Internal Medicine,07450-3930,82.245
26616,Internal Medicine,07450-3957,107.2
26617,Internal Medicine,07450-4408,13.3
26618,Internal Medicine,07450-4422,10.66
26619,Internal Medicine,07456,15.19
26620,Internal Medicine,07456-2012,14.095
26621,Internal Medicine,07456-2020,13.37
26622,Internal Medicine,07457,14.965
26623,Internal Medicine,07457-1160,21.04
26624,Internal Medicine,07458,15.73
26625,Internal Medicine,07458-3057,15.535
26626,Internal Medicine,07461,14.62
26627,Internal Medicine,07461-3417,17.72
26628,Internal Medicine,07462,14.675
26629,Internal Medicine,07462-3328,19.94
26630,Internal Medicine,07463,14.71
26631,Internal Medicine,07463-1847,10.25
26632,Internal Medicine,07470,16.46
26633,Internal Medicine,07470-2025,20.06
26634,Internal Medicine,07470-2033,63.11
26635,Internal Medicine,07470-2471,11.98
26636,Internal Medicine,07470-3210,18.52
26637,Internal Medicine,07470-3297,13.67
26638,Internal Medicine,07470-4671,16.32
26639,Internal Medicine,07470-5211,15.65
26640,Internal Medicine,07470-6251,54.89
26641,Internal Medicine,07470-7104,91.97
26642,Internal Medicine,07470-7702,17.71
26643,Internal Medicine,07470-8431,13.54
26644,Internal Medicine,07470-8482,15.74
26645,Internal Medicine,07480,13.03
26646,Internal Medicine,07480-1336,15.11
26647,Internal Medicine,07481,13.88
26648,Internal Medicine,07501,20.12
26649,Internal Medicine,07501-2002,14.18
26650,Internal Medicine,07501-2105,12.02
26651,Internal Medicine,07501-2815,75.685
26652,Internal Medicine,07501-3642,21.535
26653,Internal Medicine,07501-3738,17.06
26654,Internal Medicine,07502,66.1
26655,Internal Medicine,07503,15.06
26656,Internal Medicine,07503-2226,19.02
26657,Internal Medicine,07503-2621,58.315
26658,Internal Medicine,07503-2691,287.0
26659,Internal Medicine,07504,15.9
26660,Internal Medicine,07504-1825,13.275
26661,Internal Medicine,07504-1930,17.51
26662,Internal Medicine,07504-1989,12.68
26663,Internal Medicine,07505,87.3
26664,Internal Medicine,07505-1024,16.9
26665,Internal Medicine,07505-1026,100.19
26666,Internal Medicine,07506,18.06
26667,Internal Medicine,07506-1984,41.475
26668,Internal Medicine,07506-2522,15.005
26669,Internal Medicine,07506-2613,16.4
26670,Internal Medicine,07508,18.33
26671,Internal Medicine,07508-1553,11.74
26672,Internal Medicine,07508-1570,20.26
26673,Internal Medicine,07508-2051,16.04
26674,Internal Medicine,07512,16.2
26675,Internal Medicine,07512-1803,82.31
26676,Internal Medicine,07512-2080,13.425
26677,Internal Medicine,07512-2562,13.3
26678,Internal Medicine,07513-1612,28.05
26679,Internal Medicine,07514,14.855
26680,Internal Medicine,07514-1421,1.57
26681,Internal Medicine,07514-1524,13.23
26682,Internal Medicine,07514-1916,22.44
26683,Internal Medicine,07522,79.35
26684,Internal Medicine,07601,15.14
26685,Internal Medicine,07601-1263,14.45
26686,Internal Medicine,07601-1311,17.19
26687,Internal Medicine,07601-1432,99.0
26688,Internal Medicine,07601-1914,79.665
26689,Internal Medicine,07601-1925,59.67
26690,Internal Medicine,07601-1989,15.13
26691,Internal Medicine,07601-1997,17.43
26692,Internal Medicine,07601-2044,16.39
26693,Internal Medicine,07601-2045,17.33
26694,Internal Medicine,07601-2105,383.525
26695,Internal Medicine,07601-2233,105.23
26696,Internal Medicine,07601-2510,23.0
26697,Internal Medicine,07601-2570,99.48
26698,Internal Medicine,07601-2601,21.22
26699,Internal Medicine,07601-2731,11.51
26700,Internal Medicine,07601-3231,21.52
26701,Internal Medicine,07601-3822,1.57
26702,Internal Medicine,07604,17.505
26703,Internal Medicine,07604-1315,15.76
26704,Internal Medicine,07604-1318,13.57
26705,Internal Medicine,07604-1423,102.45
26706,Internal Medicine,07605,17.975
26707,Internal Medicine,07607,8.12
26708,Internal Medicine,07608,24.68
26709,Internal Medicine,07621,18.19
26710,Internal Medicine,07621-1536,13.96
26711,Internal Medicine,07621-1739,24.0
26712,Internal Medicine,07621-1776,16.145
26713,Internal Medicine,07621-3789,29.95
26714,Internal Medicine,07624,22.93
26715,Internal Medicine,07624-2330,17.335
26716,Internal Medicine,07624-2635,21.3
26717,Internal Medicine,07626,21.215
26718,Internal Medicine,07626-1717,15.75
26719,Internal Medicine,07627,12.89
26720,Internal Medicine,07628,18.17
26721,Internal Medicine,07628-1234,17.66
26722,Internal Medicine,07630,16.705
26723,Internal Medicine,07630-1368,13.9
26724,Internal Medicine,07630-1377,12.68
26725,Internal Medicine,07630-1381,22.06
26726,Internal Medicine,07630-1396,14.99
26727,Internal Medicine,07631,16.05
26728,Internal Medicine,07631-1808,16.09
26729,Internal Medicine,07631-2418,29.95
26730,Internal Medicine,07631-2507,16.79
26731,Internal Medicine,07631-2523,24.24
26732,Internal Medicine,07631-2533,12.975
26733,Internal Medicine,07631-2581,17.55
26734,Internal Medicine,07631-4152,12.38
26735,Internal Medicine,07631-4154,17.59
26736,Internal Medicine,07631-4363,15.365
26737,Internal Medicine,07631-4957,18.59
26738,Internal Medicine,07631-6581,12.97
26739,Internal Medicine,07632,6.78
26740,Internal Medicine,07632-0546,1.57
26741,Internal Medicine,07632-2426,13.615
26742,Internal Medicine,07632-2902,14.6
26743,Internal Medicine,07640,4.83
26744,Internal Medicine,07640-1902,19.35
26745,Internal Medicine,07641-1729,650.0
26746,Internal Medicine,07642,25.75
26747,Internal Medicine,07643,13.26
26748,Internal Medicine,07644,100.0
26749,Internal Medicine,07644-1014,21.1
26750,Internal Medicine,07644-2240,108.01
26751,Internal Medicine,07645,18.79
26752,Internal Medicine,07647,16.66
26753,Internal Medicine,07647-1996,113.23
26754,Internal Medicine,07648,102.55
26755,Internal Medicine,07649,11.98
26756,Internal Medicine,07649-1500,23.9
26757,Internal Medicine,07649-1600,133.755
26758,Internal Medicine,07650,10.18
26759,Internal Medicine,07650-1424,12.57
26760,Internal Medicine,07650-1438,14.195
26761,Internal Medicine,07650-1565,21.06
26762,Internal Medicine,07652,19.38
26763,Internal Medicine,07652-1730,108.91
26764,Internal Medicine,07652-2359,15.745
26765,Internal Medicine,07652-3510,16.69
26766,Internal Medicine,07652-3515,19.49
26767,Internal Medicine,07652-3539,19.49
26768,Internal Medicine,07652-4142,14.06
26769,Internal Medicine,07652-5333,91.16
26770,Internal Medicine,07652-5410,13.27
26771,Internal Medicine,07652-5517,15.745
