,speciality,f_zip_code,median_payment
13635,Internal Medicine,46402,73.64
13636,Internal Medicine,46403,10.59
13637,Internal Medicine,46408,22.16
13638,Internal Medicine,46409,13.36
13639,Internal Medicine,46409.0,13.63
13640,Internal Medicine,46410,14.99
13641,Internal Medicine,46410.0,96.73
13642,Internal Medicine,46511,19.67
13643,Internal Medicine,46514,12.59
13644,Internal Medicine,46515,10.83
13645,Internal Medicine,46516,20.33
13646,Internal Medicine,46526,12.42
13647,Internal Medicine,46530,11.145
13648,Internal Medicine,46534,14.41
13649,Internal Medicine,4654,13.15
13650,Internal Medicine,46545,13.9
13651,Internal Medicine,46580,12.935
13652,Internal Medicine,46601,14.095
13653,Internal Medicine,46614,12.675
13654,Internal Medicine,46615,10.78
13655,Internal Medicine,46617,11.67
13656,Internal Medicine,46628,15.0
13657,Internal Medicine,46635,14.82
13658,Internal Medicine,46714,13.25
13659,Internal Medicine,46725,13.115
13660,Internal Medicine,46725.0,11.24
13661,Internal Medicine,46733,17.62
13662,Internal Medicine,46748,13.68
13663,Internal Medicine,46750,11.85
13664,Internal Medicine,46755,12.855
13665,Internal Medicine,46761,10.89
13666,Internal Medicine,46767,11.82
13667,Internal Medicine,46774,9.92
13668,Internal Medicine,46783,10.44
13669,Internal Medicine,46801,7.14
13670,Internal Medicine,46802,15.34
13671,Internal Medicine,46803,11.66
13672,Internal Medicine,46804,12.71
13673,Internal Medicine,46804.0,10.765
13674,Internal Medicine,46805,12.92
13675,Internal Medicine,46806,12.4
13676,Internal Medicine,46814,11.46
13677,Internal Medicine,46815,48.57
13678,Internal Medicine,46819,26.77
13679,Internal Medicine,46825,11.155
13680,Internal Medicine,46845,13.07
13681,Internal Medicine,46901,13.135
13682,Internal Medicine,46902,11.23
13683,Internal Medicine,46903,11.35
13684,Internal Medicine,46904,3.455
13685,Internal Medicine,46928,15.57
13686,Internal Medicine,46936,12.23
13687,Internal Medicine,46947,13.39
13688,Internal Medicine,46952,12.57
13689,Internal Medicine,46953,18.14
13690,Internal Medicine,46970,14.61
13691,Internal Medicine,46975,70.975
13692,Internal Medicine,46989,11.37
13693,Internal Medicine,47001,11.75
13694,Internal Medicine,47006,12.17
13695,Internal Medicine,47006.0,18.46
13696,Internal Medicine,47025,12.22
13697,Internal Medicine,47031,11.4
13698,Internal Medicine,47036,12.85
13699,Internal Medicine,47111,13.47
13700,Internal Medicine,47119,11.59
13701,Internal Medicine,47122,14.41
13702,Internal Medicine,47129,10.3
13703,Internal Medicine,47129.0,5.655
13704,Internal Medicine,47130,12.58
13705,Internal Medicine,47130.0,10.82
13706,Internal Medicine,47150,12.3
13707,Internal Medicine,47167,12.83
13708,Internal Medicine,47170,13.3
13709,Internal Medicine,47172,13.17
13710,Internal Medicine,47172.0,1.85
13711,Internal Medicine,47201,12.23
13712,Internal Medicine,47201.0,11.62
13713,Internal Medicine,47203,12.39
13714,Internal Medicine,47240,14.89
13715,Internal Medicine,47250,14.39
13716,Internal Medicine,47250.0,10.63
13717,Internal Medicine,47265,14.79
13718,Internal Medicine,47274,23.19
13719,Internal Medicine,4730,11.67
13720,Internal Medicine,4730.0,24.41
13721,Internal Medicine,47302,10.3
13722,Internal Medicine,47303,13.54
13723,Internal Medicine,47304,12.39
13724,Internal Medicine,47304.0,4.475
13725,Internal Medicine,47305,11.96
13726,Internal Medicine,47308,13.05
13727,Internal Medicine,47330,14.74
13728,Internal Medicine,47331,14.81
13729,Internal Medicine,47348,12.06
13730,Internal Medicine,47353,19.37
13731,Internal Medicine,4736,14.44
13732,Internal Medicine,47362,11.21
13733,Internal Medicine,47368,11.865
13734,Internal Medicine,47374,12.99
13735,Internal Medicine,47374.0,13.92
13736,Internal Medicine,47394,13.84
13737,Internal Medicine,47396,10.75
13738,Internal Medicine,47396.0,5.68
13739,Internal Medicine,47401,13.04
13740,Internal Medicine,47403,11.84
13741,Internal Medicine,47404,18.31
13742,Internal Medicine,47408,13.96
13743,Internal Medicine,47421,2.88
13744,Internal Medicine,4743,13.16
13745,Internal Medicine,47438,132.33
13746,Internal Medicine,47460,102.04
13747,Internal Medicine,47501,14.0
13748,Internal Medicine,47501.0,13.4
13749,Internal Medicine,47546,12.92
13750,Internal Medicine,47547,14.99
13751,Internal Medicine,4756,23.46
13752,Internal Medicine,47586,12.095
13753,Internal Medicine,47591,11.78
13754,Internal Medicine,47601,11.24
13755,Internal Medicine,47630,10.61
13756,Internal Medicine,47635,10.34
13757,Internal Medicine,47670,10.63
13758,Internal Medicine,4769,15.01
13759,Internal Medicine,47703,13.15
13760,Internal Medicine,47706,12.2
13761,Internal Medicine,47710,14.445
13762,Internal Medicine,47712,9.995
13763,Internal Medicine,47713,13.965
13764,Internal Medicine,47714,12.06
13765,Internal Medicine,47715,17.835
13766,Internal Medicine,47733,11.93
13767,Internal Medicine,47737,11.02
13768,Internal Medicine,47747,16.575
13769,Internal Medicine,47750,18.85
13770,Internal Medicine,47751,14.15
13771,Internal Medicine,47802,11.67
13772,Internal Medicine,47803,12.77
13773,Internal Medicine,47804,12.44
13774,Internal Medicine,47807,12.95
13775,Internal Medicine,47807.0,6.095
13776,Internal Medicine,47834,13.8
13777,Internal Medicine,47842,13.54
13778,Internal Medicine,47848,12.9
13779,Internal Medicine,47871,10.02
13780,Internal Medicine,47879,11.935
13781,Internal Medicine,47882,15.12
13782,Internal Medicine,47901,15.7
13783,Internal Medicine,47903,15.585
13784,Internal Medicine,47904,14.325
13785,Internal Medicine,47905,11.64
13786,Internal Medicine,47905.0,10.92
13787,Internal Medicine,47906,11.86
13788,Internal Medicine,47909,35.295
13789,Internal Medicine,47918,11.94
13790,Internal Medicine,47932,10.4
13791,Internal Medicine,47933,11.98
13792,Internal Medicine,47951,12.27
13793,Internal Medicine,47978.0,16.57
13794,Internal Medicine,47987,13.965
13795,Internal Medicine,47993,14.29
13796,Internal Medicine,48003,36.345
13797,Internal Medicine,48009,14.185
13798,Internal Medicine,48015,13.84
13799,Internal Medicine,48017,11.68
13800,Internal Medicine,48021,13.81
13801,Internal Medicine,48025,13.15
13802,Internal Medicine,48026,13.77
13803,Internal Medicine,48030,11.6
13804,Internal Medicine,48033,12.11
13805,Internal Medicine,48034,13.38
13806,Internal Medicine,48034.0,13.57
13807,Internal Medicine,48035,12.43
13808,Internal Medicine,48036,13.82
13809,Internal Medicine,48037,11.0
13810,Internal Medicine,48038,14.16
13811,Internal Medicine,48039,11.26
13812,Internal Medicine,48040,13.72
13813,Internal Medicine,48043,14.88
13814,Internal Medicine,48044,15.205
13815,Internal Medicine,48045,10.02
13816,Internal Medicine,48047,12.53
13817,Internal Medicine,48059,12.25
13818,Internal Medicine,48060,11.785
13819,Internal Medicine,48062,13.13
13820,Internal Medicine,48065,11.755
13821,Internal Medicine,48066,13.94
13822,Internal Medicine,48066.0,10.11
13823,Internal Medicine,48067,16.415
13824,Internal Medicine,48069,90.745
13825,Internal Medicine,48070,15.305
13826,Internal Medicine,48071,14.08
13827,Internal Medicine,48072,11.28
13828,Internal Medicine,48073,13.23
13829,Internal Medicine,48074,10.18
13830,Internal Medicine,48075,13.06
13831,Internal Medicine,48076,11.815
13832,Internal Medicine,48080,11.99
13833,Internal Medicine,48081,12.79
13834,Internal Medicine,48082,10.76
13835,Internal Medicine,48083,14.18
13836,Internal Medicine,48084,13.05
13837,Internal Medicine,48085,12.64
13838,Internal Medicine,48088,13.83
13839,Internal Medicine,48089,11.66
13840,Internal Medicine,48091,14.54
13841,Internal Medicine,48092,12.87
13842,Internal Medicine,48093,15.395
13843,Internal Medicine,48094,14.915
13844,Internal Medicine,48097,13.77
13845,Internal Medicine,48098,14.94
13846,Internal Medicine,48099,2.88
13847,Internal Medicine,48101,14.31
13848,Internal Medicine,48103,16.53
13849,Internal Medicine,48104,14.25
13850,Internal Medicine,48105,15.07
13851,Internal Medicine,48106,13.71
13852,Internal Medicine,48108,104.55
13853,Internal Medicine,48109,99.975
13854,Internal Medicine,48109.0,80.99
13855,Internal Medicine,48113,10.48
13856,Internal Medicine,48114,12.66
13857,Internal Medicine,48116,14.45
13858,Internal Medicine,48118,74.58
13859,Internal Medicine,48120,12.67
13860,Internal Medicine,48123,10.5
13861,Internal Medicine,48124,14.43
13862,Internal Medicine,48126,12.69
13863,Internal Medicine,48127,13.05
13864,Internal Medicine,48128,13.565
13865,Internal Medicine,48131,11.595
13866,Internal Medicine,48134,46.985
13867,Internal Medicine,48135,15.0
13868,Internal Medicine,48138,13.22
13869,Internal Medicine,48141,11.8
13870,Internal Medicine,48146,11.28
13871,Internal Medicine,48150,13.33
13872,Internal Medicine,48152,13.67
13873,Internal Medicine,48154,12.5
13874,Internal Medicine,48160,12.8
13875,Internal Medicine,48160.0,11.26
13876,Internal Medicine,48161,12.63
13877,Internal Medicine,48162,12.69
13878,Internal Medicine,48166,9.5
13879,Internal Medicine,48167,13.76
13880,Internal Medicine,48168,15.2
13881,Internal Medicine,48170,13.79
13882,Internal Medicine,48173,14.55
13883,Internal Medicine,48176,58.925
13884,Internal Medicine,48180,13.05
13885,Internal Medicine,48183,13.47
13886,Internal Medicine,48184,13.08
13887,Internal Medicine,48185,13.4
13888,Internal Medicine,48186,15.16
13889,Internal Medicine,48187,14.67
13890,Internal Medicine,48188,12.315
13891,Internal Medicine,48192,11.94
13892,Internal Medicine,48193,13.31
13893,Internal Medicine,48195,13.64
13894,Internal Medicine,48197,13.31
13895,Internal Medicine,48198,14.99
13896,Internal Medicine,48201,17.97
13897,Internal Medicine,48201.0,41.29
13898,Internal Medicine,48202,20.74
13899,Internal Medicine,48202.0,17.68
13900,Internal Medicine,48203,11.16
13901,Internal Medicine,48204,17.16
13902,Internal Medicine,48205,25.375
13903,Internal Medicine,48207,14.2
13904,Internal Medicine,48208,20.245
13905,Internal Medicine,48209,12.62
13906,Internal Medicine,48210,15.0
13907,Internal Medicine,48211,124.89
13908,Internal Medicine,48212,13.77
13909,Internal Medicine,48212.0,11.64
13910,Internal Medicine,48213,13.77
13911,Internal Medicine,48214,13.43
13912,Internal Medicine,48214.0,52.875
13913,Internal Medicine,48215,12.46
13914,Internal Medicine,48218,10.48
13915,Internal Medicine,48219,12.83
13916,Internal Medicine,48220,12.85
13917,Internal Medicine,48221,13.895
13918,Internal Medicine,48223,11.88
13919,Internal Medicine,48224,11.75
13920,Internal Medicine,48225,14.03
13921,Internal Medicine,48226,35.37
13922,Internal Medicine,48227,13.195
13923,Internal Medicine,48228,11.54
13924,Internal Medicine,48230,12.075
13925,Internal Medicine,48234,13.95
13926,Internal Medicine,48235,15.54
13927,Internal Medicine,48236,13.86
13928,Internal Medicine,48236.0,154.11
13929,Internal Medicine,48237,13.42
13930,Internal Medicine,48238,10.89
13931,Internal Medicine,48239,29.95
13932,Internal Medicine,48240,59.75
13933,Internal Medicine,48244,15.48
13934,Internal Medicine,48267,12.12
13935,Internal Medicine,48277,84.98
13936,Internal Medicine,48301,9.515
13937,Internal Medicine,48302,12.35
13938,Internal Medicine,48304,11.44
13939,Internal Medicine,48306,14.91
13940,Internal Medicine,48307,13.15
13941,Internal Medicine,48309,13.66
13942,Internal Medicine,48310,13.67
13943,Internal Medicine,48312,12.08
13944,Internal Medicine,48313,15.79
13945,Internal Medicine,48314,12.36
13946,Internal Medicine,48314.0,12.0
13947,Internal Medicine,48315,12.14
13948,Internal Medicine,48316,14.3
13949,Internal Medicine,48317,55.465
13950,Internal Medicine,48320,12.79
13951,Internal Medicine,48322,12.82
13952,Internal Medicine,48323,12.32
13953,Internal Medicine,48324,12.39
13954,Internal Medicine,48325,70.245
13955,Internal Medicine,48326,13.79
13956,Internal Medicine,48327,14.53
13957,Internal Medicine,48328,14.92
13958,Internal Medicine,48329,11.19
13959,Internal Medicine,48331,14.73
13960,Internal Medicine,48334,12.28
13961,Internal Medicine,48334.0,6.94
13962,Internal Medicine,48335,15.07
13963,Internal Medicine,48336,17.74
13964,Internal Medicine,48336.0,12.3
13965,Internal Medicine,48341,16.9
13966,Internal Medicine,48342,67.7
13967,Internal Medicine,48346,12.08
13968,Internal Medicine,48348,12.73
13969,Internal Medicine,48350,85.145
13970,Internal Medicine,48357,12.015
13971,Internal Medicine,48360,13.39
13972,Internal Medicine,48362,11.33
13973,Internal Medicine,48371,11.27
13974,Internal Medicine,48374,13.38
13975,Internal Medicine,48375,14.61
13976,Internal Medicine,48377,12.81
13977,Internal Medicine,48381,12.885
13978,Internal Medicine,48382,14.36
13979,Internal Medicine,48383,13.18
13980,Internal Medicine,48386,17.955
13981,Internal Medicine,48393,13.75
13982,Internal Medicine,48413,14.17
13983,Internal Medicine,48415,34.775
13984,Internal Medicine,48420,14.205
13985,Internal Medicine,48423,12.29
13986,Internal Medicine,48430,14.69
13987,Internal Medicine,48433,14.21
13988,Internal Medicine,48439,14.26
13989,Internal Medicine,48439.0,14.35
13990,Internal Medicine,48442,11.9
13991,Internal Medicine,48446,15.0
13992,Internal Medicine,48446.0,21.76
13993,Internal Medicine,48453,30.63
13994,Internal Medicine,48462,12.33
13995,Internal Medicine,48467,125.0
13996,Internal Medicine,48473,29.63
13997,Internal Medicine,48502,65.95
13998,Internal Medicine,48503,17.03
13999,Internal Medicine,48504,13.31
14000,Internal Medicine,48505,12.565
14001,Internal Medicine,48506,12.82
14002,Internal Medicine,48507,11.79
14003,Internal Medicine,48509,13.865
14004,Internal Medicine,48519,15.87
14005,Internal Medicine,48532,14.335
14006,Internal Medicine,48601,16.9
14007,Internal Medicine,48602,15.49
14008,Internal Medicine,48603,13.32
14009,Internal Medicine,48604,12.59
14010,Internal Medicine,48605,23.43
14011,Internal Medicine,48607,12.715
14012,Internal Medicine,48608,14.04
14013,Internal Medicine,48609,21.58
14014,Internal Medicine,48616,12.97
14015,Internal Medicine,48617,64.93
14016,Internal Medicine,48622,13.48
14017,Internal Medicine,48625,12.64
14018,Internal Medicine,48629,11.795
14019,Internal Medicine,48638,15.65
14020,Internal Medicine,48640,12.18
14021,Internal Medicine,48642,10.51
14022,Internal Medicine,48651,13.8
14023,Internal Medicine,48658,16.205
14024,Internal Medicine,48661,13.275
14025,Internal Medicine,48670,12.98
14026,Internal Medicine,48706,12.825
14027,Internal Medicine,48708,14.22
14028,Internal Medicine,48723,15.695
14029,Internal Medicine,48726,10.06
14030,Internal Medicine,48732,35.565
14031,Internal Medicine,48733,15.0
14032,Internal Medicine,48734,18.195
14033,Internal Medicine,48755,14.09
14034,Internal Medicine,48763,14.02
14035,Internal Medicine,48801,13.86
14036,Internal Medicine,48806,10.44
14037,Internal Medicine,48808,13.95
14038,Internal Medicine,48809,10.66
14039,Internal Medicine,48813,11.4
14040,Internal Medicine,48820,10.79
14041,Internal Medicine,48823,14.72
14042,Internal Medicine,48824,20.22
14043,Internal Medicine,48827,14.12
14044,Internal Medicine,48829,12.69
14045,Internal Medicine,48837,16.505
14046,Internal Medicine,48838,11.88
14047,Internal Medicine,48840,12.55
14048,Internal Medicine,48842,12.85
14049,Internal Medicine,48843,12.69
14050,Internal Medicine,48850,22.355
14051,Internal Medicine,48854,500.0
14052,Internal Medicine,48855,11.26
14053,Internal Medicine,48858,12.455
14054,Internal Medicine,48864,10.36
14055,Internal Medicine,48867,11.97
14056,Internal Medicine,48879,13.58
14057,Internal Medicine,48880,94.7
14058,Internal Medicine,48888,11.345
14059,Internal Medicine,48895,10.65
14060,Internal Medicine,48901,15.04
14061,Internal Medicine,48906,13.675
14062,Internal Medicine,48910,11.97
14063,Internal Medicine,48911,11.625
14064,Internal Medicine,48912,13.13
14065,Internal Medicine,48912.0,38.17
14066,Internal Medicine,48913,17.235
14067,Internal Medicine,48915,11.08
14068,Internal Medicine,48917,46.45
14069,Internal Medicine,48933,39.5
14070,Internal Medicine,49001,18.26
14071,Internal Medicine,49002,11.5
14072,Internal Medicine,49004,13.18
14073,Internal Medicine,49006,11.35
14074,Internal Medicine,49007,11.93
14075,Internal Medicine,49008,12.0
14076,Internal Medicine,49009,16.99
14077,Internal Medicine,4901,13.52
14078,Internal Medicine,49010,10.73
14079,Internal Medicine,49012,40.84
14080,Internal Medicine,49013,13.66
14081,Internal Medicine,49014,13.65
14082,Internal Medicine,49015,12.79
14083,Internal Medicine,49017,12.51
14084,Internal Medicine,49022,9.755
14085,Internal Medicine,49022.0,0.83
14086,Internal Medicine,49024,11.75
14087,Internal Medicine,49032,11.075
14088,Internal Medicine,49036,12.76
14089,Internal Medicine,49037,13.525
14090,Internal Medicine,49038,10.36
14091,Internal Medicine,49047,15.71
14092,Internal Medicine,49048,44.605
14093,Internal Medicine,49048.0,53.76
14094,Internal Medicine,49055,12.49
14095,Internal Medicine,49058,11.165
14096,Internal Medicine,49068,14.19
14097,Internal Medicine,49071,13.11
14098,Internal Medicine,49075,89.95
14099,Internal Medicine,49076,15.83
14100,Internal Medicine,49079,11.795
14101,Internal Medicine,49080,11.985
14102,Internal Medicine,49082,13.31
14103,Internal Medicine,49083,16.015
14104,Internal Medicine,49085,11.66
14105,Internal Medicine,49090,11.13
14106,Internal Medicine,49091,11.975
14107,Internal Medicine,49093,12.23
14108,Internal Medicine,49097,10.52
14109,Internal Medicine,49098,110.52
14110,Internal Medicine,49102,14.42
14111,Internal Medicine,49106,11.61
14112,Internal Medicine,49120,12.28
14113,Internal Medicine,49127,14.59
14114,Internal Medicine,49158,24.83
14115,Internal Medicine,49201,13.63
14116,Internal Medicine,49202,14.62
14117,Internal Medicine,49203,12.84
14118,Internal Medicine,49204,11.775
14119,Internal Medicine,49221,14.335
14120,Internal Medicine,49224,17.825
14121,Internal Medicine,49228,14.065
14122,Internal Medicine,49242,13.31
14123,Internal Medicine,49247,12.75
14124,Internal Medicine,49256,16.695
14125,Internal Medicine,49286,15.16
14126,Internal Medicine,49301,40.84
14127,Internal Medicine,49302,12.57
14128,Internal Medicine,49307,14.015
14129,Internal Medicine,49315,12.3
14130,Internal Medicine,49327,13.24
14131,Internal Medicine,49341,40.84
14132,Internal Medicine,49349,10.12
14133,Internal Medicine,49411,12.24
14134,Internal Medicine,49417,11.82
14135,Internal Medicine,49418,13.61
14136,Internal Medicine,49423,11.4
14137,Internal Medicine,49424,13.19
14138,Internal Medicine,49431,12.09
14139,Internal Medicine,49431.0,5.9
14140,Internal Medicine,49437,10.56
14141,Internal Medicine,49441,14.45
14142,Internal Medicine,49442,12.025
14143,Internal Medicine,49443,15.125
14144,Internal Medicine,49444,14.87
14145,Internal Medicine,49445,14.2
14146,Internal Medicine,49456,18.265
14147,Internal Medicine,49464,11.75
14148,Internal Medicine,49501,32.27
14149,Internal Medicine,49503,14.11
14150,Internal Medicine,49505,46.4
14151,Internal Medicine,49506,12.35
14152,Internal Medicine,49507,10.97
14153,Internal Medicine,49508,14.22
14154,Internal Medicine,49508.0,7.45
14155,Internal Medicine,49509,13.735
14156,Internal Medicine,49519,11.87
14157,Internal Medicine,49525,14.465
14158,Internal Medicine,49534,9.13
14159,Internal Medicine,49544,36.69
14160,Internal Medicine,49546,11.89
14161,Internal Medicine,49548,23.35
14162,Internal Medicine,49601,13.93
14163,Internal Medicine,49616,43.16
14164,Internal Medicine,4962,11.5
14165,Internal Medicine,4963.0,18.48
14166,Internal Medicine,49649,11.72
14167,Internal Medicine,49651,11.31
14168,Internal Medicine,49660,12.33
14169,Internal Medicine,49671,11.87
14170,Internal Medicine,49677,11.3
14171,Internal Medicine,49682,10.89
14172,Internal Medicine,49684,12.37
14173,Internal Medicine,49685,11.25
14174,Internal Medicine,49686,14.635
14175,Internal Medicine,49690,11.53
14176,Internal Medicine,49707,13.1
14177,Internal Medicine,49721,13.32
14178,Internal Medicine,49735,11.98
14179,Internal Medicine,49738,12.39
14180,Internal Medicine,49738.0,5.245
14181,Internal Medicine,49770,13.7
14182,Internal Medicine,49781,12.3
14183,Internal Medicine,49783,13.83
14184,Internal Medicine,49799,14.02
14185,Internal Medicine,49801,12.48
14186,Internal Medicine,49829,14.92
14187,Internal Medicine,49849,40.26
14188,Internal Medicine,49855,20.745
14189,Internal Medicine,49862,16.11
14190,Internal Medicine,49866,15.83
14191,Internal Medicine,49868,16.64
14192,Internal Medicine,49870,10.79
14193,Internal Medicine,4989,12.06
14194,Internal Medicine,49913,21.67
14195,Internal Medicine,49920,6.69
14196,Internal Medicine,49930,18.73
14197,Internal Medicine,49938,13.22
14198,Internal Medicine,49946,11.62
14199,Internal Medicine,49968,11.725
14200,Internal Medicine,50010,13.62
14201,Internal Medicine,50022,13.67
14202,Internal Medicine,50023,119.415
14203,Internal Medicine,50036,11.62
14204,Internal Medicine,50129,23.06
14205,Internal Medicine,50158,16.465
14206,Internal Medicine,50208,9.94
14207,Internal Medicine,50219,55.97
14208,Internal Medicine,50220,69.0
14209,Internal Medicine,50266,13.0
14210,Internal Medicine,50305,13.7
14211,Internal Medicine,50306,11.45
14212,Internal Medicine,50309,13.34
14213,Internal Medicine,50310,41.41
14214,Internal Medicine,50312,12.005
14215,Internal Medicine,50314,20.91
14216,Internal Medicine,50314.0,152.98
14217,Internal Medicine,50317,13.73
14218,Internal Medicine,50320,11.825
14219,Internal Medicine,50320.0,12.71
14220,Internal Medicine,50322,10.71
14221,Internal Medicine,50325,14.075
14222,Internal Medicine,50401,13.53
14223,Internal Medicine,50423,11.41
14224,Internal Medicine,50501,11.83
14225,Internal Medicine,50548,12.62
14226,Internal Medicine,50588,35.19
14227,Internal Medicine,50613,12.27
14228,Internal Medicine,50701,20.0
14229,Internal Medicine,50702,13.02
14230,Internal Medicine,50703,14.385
14231,Internal Medicine,50703.0,75.55
14232,Internal Medicine,50801,21.16
14233,Internal Medicine,50841,14.2
14234,Internal Medicine,51040,13.725
14235,Internal Medicine,51101,15.065
14236,Internal Medicine,51104,15.1
14237,Internal Medicine,51105,15.71
14238,Internal Medicine,51106,14.8
14239,Internal Medicine,51108,12.65
14240,Internal Medicine,51401,14.17
14241,Internal Medicine,51445,79.41
14242,Internal Medicine,51467,11.44
14243,Internal Medicine,51501,14.42
14244,Internal Medicine,51501.0,15.41
14245,Internal Medicine,51503,13.47
14246,Internal Medicine,51503.0,96.64
14247,Internal Medicine,51529,13.54
14248,Internal Medicine,51530,7.735
14249,Internal Medicine,51537,13.14
14250,Internal Medicine,51566,12.295
14251,Internal Medicine,51601,11.735
14252,Internal Medicine,51632,11.8
14253,Internal Medicine,51640,16.34
14254,Internal Medicine,52001,22.97
14255,Internal Medicine,52002,13.73
14256,Internal Medicine,52162,36.12
14257,Internal Medicine,52233,16.37
14258,Internal Medicine,52240,12.405
14259,Internal Medicine,52241,14.48
14260,Internal Medicine,52241.0,2.21
14261,Internal Medicine,52242,29.69
14262,Internal Medicine,52242.0,17.63
14263,Internal Medicine,52244,12.97
14264,Internal Medicine,52245,13.98
14265,Internal Medicine,52246,117.115
14266,Internal Medicine,52246.0,2.56
14267,Internal Medicine,52314,13.81
14268,Internal Medicine,52339,11.62
14269,Internal Medicine,52342,13.17
14270,Internal Medicine,52353,13.945
14271,Internal Medicine,52401,43.95
14272,Internal Medicine,52402,193.98
14273,Internal Medicine,52403,13.93
14274,Internal Medicine,52501,15.56
14275,Internal Medicine,52537,15.85
14276,Internal Medicine,52577,6.77
14277,Internal Medicine,52591,21.67
14278,Internal Medicine,52601,12.44
14279,Internal Medicine,52627,71.15
14280,Internal Medicine,52641,29.95
14281,Internal Medicine,52655,14.66
14282,Internal Medicine,52722,27.21
14283,Internal Medicine,52730,13.16
14284,Internal Medicine,52732,13.395
14285,Internal Medicine,52761,37.25
14286,Internal Medicine,52801,13.2
14287,Internal Medicine,52803,12.63
14288,Internal Medicine,52804,87.86
14289,Internal Medicine,52807,12.01
14290,Internal Medicine,53005,13.77
14291,Internal Medicine,53018,11.72
14292,Internal Medicine,53022,12.84
14293,Internal Medicine,53024,20.33
14294,Internal Medicine,53027,18.02
14295,Internal Medicine,53040,10.38
14296,Internal Medicine,53045,15.87
14297,Internal Medicine,53050,16.46
14298,Internal Medicine,53051,16.265
14299,Internal Medicine,53066,96.94
14300,Internal Medicine,53072,24.895
14301,Internal Medicine,53074,17.94
14302,Internal Medicine,53081,20.89
14303,Internal Medicine,53083,11.005
14304,Internal Medicine,53085,1740.0
14305,Internal Medicine,53092,11.88
14306,Internal Medicine,53095,50.645
14307,Internal Medicine,53097,330.13
14308,Internal Medicine,53098,19.085
14309,Internal Medicine,53105,46.93
14310,Internal Medicine,53110,10.85
14311,Internal Medicine,53115,17.315
14312,Internal Medicine,53121,11.57
14313,Internal Medicine,53129,15.09
14314,Internal Medicine,53130,12.48
14315,Internal Medicine,53132,12.25
14316,Internal Medicine,53132.0,13.6
14317,Internal Medicine,53142,13.24
14318,Internal Medicine,53142.0,15.29
14319,Internal Medicine,53143,15.195
14320,Internal Medicine,53144,10.97
14321,Internal Medicine,53147,191.5
14322,Internal Medicine,53147.0,23.64
14323,Internal Medicine,53150,18.36
14324,Internal Medicine,53151,13.61
14325,Internal Medicine,53151.0,12.45
14326,Internal Medicine,53154,15.04
14327,Internal Medicine,53158,13.5
14328,Internal Medicine,53186,14.56
14329,Internal Medicine,53186.0,18.4
14330,Internal Medicine,53187,90.1
14331,Internal Medicine,53188,11.37
14332,Internal Medicine,53188.0,20.56
14333,Internal Medicine,53189,16.9
14334,Internal Medicine,53201,15.57
14335,Internal Medicine,53202,11.59
14336,Internal Medicine,53202.0,12.48
14337,Internal Medicine,53203,16.25
14338,Internal Medicine,53204,10.86
14339,Internal Medicine,53207,18.01
14340,Internal Medicine,53208,13.15
14341,Internal Medicine,53208.0,14.25
14342,Internal Medicine,53209,13.17
14343,Internal Medicine,53210,16.755
14344,Internal Medicine,53211,21.285
14345,Internal Medicine,53212,12.88
14346,Internal Medicine,53213,16.64
14347,Internal Medicine,53214,12.21
14348,Internal Medicine,53215,15.165
14349,Internal Medicine,53215.0,73.0
14350,Internal Medicine,53216,12.31
14351,Internal Medicine,53217,12.44
14352,Internal Medicine,53218,14.1
14353,Internal Medicine,53219,11.1
14354,Internal Medicine,53220,6.86
14355,Internal Medicine,53221,11.945
14356,Internal Medicine,53221.0,12.29
14357,Internal Medicine,53222,14.85
14358,Internal Medicine,53223,13.73
14359,Internal Medicine,53226,16.96
14360,Internal Medicine,53227,13.465
14361,Internal Medicine,53233,17.91
14362,Internal Medicine,53235,13.54
14363,Internal Medicine,53268,16.23
14364,Internal Medicine,53295,50.98
14365,Internal Medicine,53402,12.48
14366,Internal Medicine,53402.0,14.96
14367,Internal Medicine,53403,12.36
14368,Internal Medicine,53403.0,13.55
14369,Internal Medicine,53405,12.32
14370,Internal Medicine,53405.0,10.075
14371,Internal Medicine,53406,12.9
14372,Internal Medicine,53511,12.14
14373,Internal Medicine,53520,13.11
14374,Internal Medicine,53534,22.11
14375,Internal Medicine,53538,11.685
14376,Internal Medicine,53545,125.0
14377,Internal Medicine,53546,35.37
14378,Internal Medicine,53546.0,14.55
14379,Internal Medicine,53547,31.01
14380,Internal Medicine,53548,14.66
14381,Internal Medicine,53562,17.91
14382,Internal Medicine,53563,17.115
14383,Internal Medicine,53589,12.78
14384,Internal Medicine,53593,93.0
14385,Internal Medicine,53703,14.61
14386,Internal Medicine,53705,38.685
14387,Internal Medicine,53711,19.48
14388,Internal Medicine,53713,15.0
14389,Internal Medicine,53715,21.19
14390,Internal Medicine,53716,64.68
14391,Internal Medicine,53717,165.3
14392,Internal Medicine,53717.0,1625.0
14393,Internal Medicine,53718,11.75
14394,Internal Medicine,53726,94.62
14395,Internal Medicine,53792,22.73
14396,Internal Medicine,53792.0,276.785
14397,Internal Medicine,53901,93.43
14398,Internal Medicine,53906,15.96
14399,Internal Medicine,53913,13.115
14400,Internal Medicine,53925,11.15
14401,Internal Medicine,53934,13.07
14402,Internal Medicine,53934.0,14.0
14403,Internal Medicine,53948,14.85
